INDICATION,METRIC,PRODUCT,ROW_TYPE,NON_APPROVED_FLAG,MONTH_DATE,TRX_VOLUME
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-04-01,3714.097636
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-05-01,3737.269872
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-06-01,3927.343829
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-07-01,4267.917592
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-08-01,4121.102475
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-09-01,4257.217318
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-10-01,4500.796171
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-11-01,4044.988931
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2025-12-01,4603.007056
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2026-01-01,4093.998647
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2026-02-01,3906.083078
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2026-03-01,4499.887587
AS,TRx Volume,Total Non-Approved Volume,PRODUCT,N,2026-04-01,4612.007808
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-05-01,189.699307
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-06-01,214.842134
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-07-01,196.828435
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-08-01,189.608347
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-09-01,204.302966
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-10-01,190.135863
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-11-01,182.711242
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2020-12-01,208.44363
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-01-01,196.128037
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-02-01,202.320419
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-03-01,255.776574
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-04-01,213.488645
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-05-01,202.515085
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-06-01,215.488883
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-07-01,193.36786
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-08-01,200.268044
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-09-01,191.106434
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-10-01,187.804462
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-11-01,197.422828
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2021-12-01,210.264918
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-01-01,197.407001
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-02-01,188.915462
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-03-01,214.561878
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-04-01,194.154599
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-05-01,210.017256
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-06-01,216.9431
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-07-01,183.080856
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-08-01,238.17538
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-09-01,214.202249
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-10-01,222.294249
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-11-01,194.454772
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2022-12-01,181.336007
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-01-01,165.128197
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-02-01,156.792414
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-03-01,170.610991
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-04-01,159.422099
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-05-01,181.872626
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-06-01,171.812471
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-07-01,169.066304
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-08-01,197.020892
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-09-01,181.678349
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-10-01,205.905267
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-11-01,193.433701
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2023-12-01,189.300952
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-01-01,188.001437
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-02-01,166.443568
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-03-01,177.195604
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-04-01,204.962556
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-05-01,210.832033
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-06-01,201.257927
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-07-01,207.394584
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-08-01,191.153958
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-09-01,187.75529
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-10-01,193.699219
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-11-01,163.782296
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2024-12-01,184.205718
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-01-01,185.634025
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-02-01,186.413446
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-03-01,227.835268
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-04-01,234.535375
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-05-01,221.710809
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-06-01,214.322378
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-07-01,191.107876
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-08-01,152.43488
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-09-01,145.4403
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-10-01,128.89371
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-11-01,133.536708
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2025-12-01,160.936317
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2026-01-01,120.627053
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2026-02-01,94.429872
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2026-03-01,87.323114
AS,TRx Volume,Stelara (Total),PRODUCT,Y,2026-04-01,81.512522
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-01-01,0.063652
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-02-01,0.402033
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-03-01,0.84782
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-04-01,4.572209
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-05-01,8.059594
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-06-01,14.916829
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-07-01,27.928118
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-08-01,30.698912
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-09-01,38.5868
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-10-01,43.899589
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-11-01,49.735114
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2025-12-01,62.646956
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2026-01-01,65.340181
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2026-02-01,66.871991
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2026-03-01,68.113481
AS,TRx Volume,STELARA BIOSIMILARS (TOTAL),PRODUCT,Y,2026-04-01,85.856512
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-05-01,141.079495
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-06-01,158.185206
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-07-01,149.771545
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-08-01,148.247779
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-09-01,151.076594
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-10-01,155.027545
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-11-01,161.249672
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2020-12-01,178.729194
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-01-01,162.173897
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-02-01,165.751751
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-03-01,206.619641
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-04-01,186.389315
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-05-01,180.150078
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-06-01,190.992825
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-07-01,168.228986
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-08-01,170.153695
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-09-01,160.63958
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-10-01,154.722573
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-11-01,161.070436
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2021-12-01,165.955455
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-01-01,147.871629
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-02-01,133.632322
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-03-01,144.913982
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-04-01,136.497483
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-05-01,148.451383
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-06-01,157.92035
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-07-01,148.249581
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-08-01,173.590964
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-09-01,157.583997
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-10-01,164.438304
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-11-01,172.316958
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2022-12-01,182.779503
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-01-01,183.032031
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-02-01,175.137167
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-03-01,209.711588
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-04-01,203.295199
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-05-01,242.164971
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-06-01,233.713498
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-07-01,224.605649
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-08-01,245.021942
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-09-01,221.13194
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-10-01,240.565438
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-11-01,228.452815
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2023-12-01,220.616506
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-01-01,229.648004
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-02-01,213.323748
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-03-01,214.876322
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-04-01,228.347949
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-05-01,224.235707
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-06-01,211.362646
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-07-01,235.651142
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-08-01,241.537038
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-09-01,243.908053
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-10-01,271.609117
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-11-01,241.306255
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2024-12-01,270.920867
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-01-01,251.046021
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-02-01,240.181853
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-03-01,276.394189
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-04-01,292.47542
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-05-01,301.577724
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-06-01,321.402804
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-07-01,364.52992
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-08-01,371.600698
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-09-01,416.8228
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-10-01,417.380647
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-11-01,353.333335
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2025-12-01,386.340203
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2026-01-01,284.553877
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2026-02-01,253.077825
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2026-03-01,272.364925
AS,TRx Volume,Actemra (Total),PRODUCT,Y,2026-04-01,258.779107
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-05-01,200.44337
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-06-01,222.640221
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-07-01,218.641499
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-08-01,230.153055
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-09-01,246.406109
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-10-01,244.165021
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-11-01,246.629531
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2020-12-01,267.54302
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-01-01,237.535148
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-02-01,230.686288
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-03-01,279.603979
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-04-01,256.867528
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-05-01,269.502676
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-06-01,300.059799
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-07-01,286.667881
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-08-01,311.287141
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-09-01,311.509315
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-10-01,312.615878
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-11-01,327.814627
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2021-12-01,329.957853
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-01-01,303.371182
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-02-01,304.655832
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-03-01,355.533205
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-04-01,311.487328
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-05-01,329.817902
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-06-01,344.893896
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-07-01,318.900331
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-08-01,378.026403
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-09-01,342.357929
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-10-01,357.416018
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-11-01,357.617636
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2022-12-01,351.173254
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-01-01,347.530877
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-02-01,327.440032
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-03-01,359.300709
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-04-01,307.383631
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-05-01,343.014018
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-06-01,326.199949
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-07-01,324.702441
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-08-01,362.18368
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-09-01,329.230534
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-10-01,382.430185
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-11-01,371.933124
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2023-12-01,364.417059
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-01-01,380.047667
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-02-01,375.054439
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-03-01,383.497914
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-04-01,419.165401
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-05-01,418.792057
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-06-01,386.922312
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-07-01,413.781951
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-08-01,381.58821
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-09-01,366.769701
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-10-01,401.060287
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-11-01,350.793027
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2024-12-01,397.192254
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-01-01,387.44686
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-02-01,389.007068
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-03-01,459.806474
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-04-01,490.322368
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-05-01,488.729341
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-06-01,511.563627
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-07-01,525.769615
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-08-01,494.925582
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-09-01,519.352621
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-10-01,543.955617
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-11-01,519.229648
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2025-12-01,618.711403
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2026-01-01,520.343223
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2026-02-01,495.72858
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2026-03-01,562.267648
AS,TRx Volume,Orencia (Total),PRODUCT,Y,2026-04-01,559.559177
AS,TRx Volume,Otezla,PRODUCT,Y,2020-05-01,530.357952
AS,TRx Volume,Otezla,PRODUCT,Y,2020-06-01,587.59623
AS,TRx Volume,Otezla,PRODUCT,Y,2020-07-01,582.394069
AS,TRx Volume,Otezla,PRODUCT,Y,2020-08-01,571.360497
AS,TRx Volume,Otezla,PRODUCT,Y,2020-09-01,597.868565
AS,TRx Volume,Otezla,PRODUCT,Y,2020-10-01,595.80213
AS,TRx Volume,Otezla,PRODUCT,Y,2020-11-01,566.075302
AS,TRx Volume,Otezla,PRODUCT,Y,2020-12-01,622.107474
AS,TRx Volume,Otezla,PRODUCT,Y,2021-01-01,539.618641
AS,TRx Volume,Otezla,PRODUCT,Y,2021-02-01,537.96933
AS,TRx Volume,Otezla,PRODUCT,Y,2021-03-01,645.609434
AS,TRx Volume,Otezla,PRODUCT,Y,2021-04-01,596.176488
AS,TRx Volume,Otezla,PRODUCT,Y,2021-05-01,543.522058
AS,TRx Volume,Otezla,PRODUCT,Y,2021-06-01,591.424687
AS,TRx Volume,Otezla,PRODUCT,Y,2021-07-01,550.81482
AS,TRx Volume,Otezla,PRODUCT,Y,2021-08-01,576.106816
AS,TRx Volume,Otezla,PRODUCT,Y,2021-09-01,584.13109
AS,TRx Volume,Otezla,PRODUCT,Y,2021-10-01,597.380994
AS,TRx Volume,Otezla,PRODUCT,Y,2021-11-01,641.831192
AS,TRx Volume,Otezla,PRODUCT,Y,2021-12-01,680.512993
AS,TRx Volume,Otezla,PRODUCT,Y,2022-01-01,639.588302
AS,TRx Volume,Otezla,PRODUCT,Y,2022-02-01,627.350793
AS,TRx Volume,Otezla,PRODUCT,Y,2022-03-01,708.745011
AS,TRx Volume,Otezla,PRODUCT,Y,2022-04-01,639.771627
AS,TRx Volume,Otezla,PRODUCT,Y,2022-05-01,682.30114
AS,TRx Volume,Otezla,PRODUCT,Y,2022-06-01,741.827125
AS,TRx Volume,Otezla,PRODUCT,Y,2022-07-01,698.812384
AS,TRx Volume,Otezla,PRODUCT,Y,2022-08-01,788.383301
AS,TRx Volume,Otezla,PRODUCT,Y,2022-09-01,712.40885
AS,TRx Volume,Otezla,PRODUCT,Y,2022-10-01,691.021549
AS,TRx Volume,Otezla,PRODUCT,Y,2022-11-01,678.42541
AS,TRx Volume,Otezla,PRODUCT,Y,2022-12-01,692.13782
AS,TRx Volume,Otezla,PRODUCT,Y,2023-01-01,667.652649
AS,TRx Volume,Otezla,PRODUCT,Y,2023-02-01,629.609864
AS,TRx Volume,Otezla,PRODUCT,Y,2023-03-01,715.434069
AS,TRx Volume,Otezla,PRODUCT,Y,2023-04-01,646.392702
AS,TRx Volume,Otezla,PRODUCT,Y,2023-05-01,753.965668
AS,TRx Volume,Otezla,PRODUCT,Y,2023-06-01,761.783804
AS,TRx Volume,Otezla,PRODUCT,Y,2023-07-01,710.946775
AS,TRx Volume,Otezla,PRODUCT,Y,2023-08-01,760.100623
AS,TRx Volume,Otezla,PRODUCT,Y,2023-09-01,685.63487
AS,TRx Volume,Otezla,PRODUCT,Y,2023-10-01,742.523638
AS,TRx Volume,Otezla,PRODUCT,Y,2023-11-01,755.280408
AS,TRx Volume,Otezla,PRODUCT,Y,2023-12-01,766.269204
AS,TRx Volume,Otezla,PRODUCT,Y,2024-01-01,793.016202
AS,TRx Volume,Otezla,PRODUCT,Y,2024-02-01,741.062782
AS,TRx Volume,Otezla,PRODUCT,Y,2024-03-01,787.289526
AS,TRx Volume,Otezla,PRODUCT,Y,2024-04-01,820.794149
AS,TRx Volume,Otezla,PRODUCT,Y,2024-05-01,837.087687
AS,TRx Volume,Otezla,PRODUCT,Y,2024-06-01,768.444025
AS,TRx Volume,Otezla,PRODUCT,Y,2024-07-01,888.988802
AS,TRx Volume,Otezla,PRODUCT,Y,2024-08-01,904.115177
AS,TRx Volume,Otezla,PRODUCT,Y,2024-09-01,881.218154
AS,TRx Volume,Otezla,PRODUCT,Y,2024-10-01,982.1843
AS,TRx Volume,Otezla,PRODUCT,Y,2024-11-01,891.735771
AS,TRx Volume,Otezla,PRODUCT,Y,2024-12-01,950.789433
AS,TRx Volume,Otezla,PRODUCT,Y,2025-01-01,904.135502
AS,TRx Volume,Otezla,PRODUCT,Y,2025-02-01,867.687573
AS,TRx Volume,Otezla,PRODUCT,Y,2025-03-01,932.794582
AS,TRx Volume,Otezla,PRODUCT,Y,2025-04-01,956.423897
AS,TRx Volume,Otezla,PRODUCT,Y,2025-05-01,996.433578
AS,TRx Volume,Otezla,PRODUCT,Y,2025-06-01,1013.115702
AS,TRx Volume,Otezla,PRODUCT,Y,2025-07-01,1139.183614
AS,TRx Volume,Otezla,PRODUCT,Y,2025-08-01,1106.879724
AS,TRx Volume,Otezla,PRODUCT,Y,2025-09-01,1160.431019
AS,TRx Volume,Otezla,PRODUCT,Y,2025-10-01,1204.974398
AS,TRx Volume,Otezla,PRODUCT,Y,2025-11-01,1074.114851
AS,TRx Volume,Otezla,PRODUCT,Y,2025-12-01,1202.427535
AS,TRx Volume,Otezla,PRODUCT,Y,2026-01-01,1008.884112
AS,TRx Volume,Otezla,PRODUCT,Y,2026-02-01,937.794138
AS,TRx Volume,Otezla,PRODUCT,Y,2026-03-01,1091.163964
AS,TRx Volume,Otezla,PRODUCT,Y,2026-04-01,1148.090032
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-05-01,676.564313
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-06-01,672.951196
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-07-01,569.929286
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-08-01,503.236097
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-09-01,439.683287
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-10-01,439.712455
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-11-01,390.854971
AS,TRx Volume,Rituxan,PRODUCT,Y,2020-12-01,373.890909
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-01-01,326.132498
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-02-01,308.073463
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-03-01,329.164086
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-04-01,311.428886
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-05-01,288.635743
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-06-01,267.116193
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-07-01,245.448683
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-08-01,224.947398
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-09-01,206.35963
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-10-01,217.910107
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-11-01,214.534194
AS,TRx Volume,Rituxan,PRODUCT,Y,2021-12-01,203.329143
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-01-01,164.563464
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-02-01,147.910948
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-03-01,177.402778
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-04-01,167.606815
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-05-01,169.238405
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-06-01,151.892424
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-07-01,140.010672
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-08-01,133.446866
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-09-01,132.544725
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-10-01,148.704346
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-11-01,138.294934
AS,TRx Volume,Rituxan,PRODUCT,Y,2022-12-01,132.756604
